area_code,area,proc_code,proc
90,Guinea,p044,"Fruits production, Other"
90,Guinea,p045,Coffee production
90,Guinea,p046,Cocoa Beans production
90,Guinea,p047,Tea production
90,Guinea,p048,Hops production
90,Guinea,p049,Pepper production
90,Guinea,p050,Pimento production
90,Guinea,p051,Cloves production
90,Guinea,p052,"Spices production, Other"
90,Guinea,p053,Jute production
90,Guinea,p054,Jute-Like Fibres production
90,Guinea,p055,"Soft-Fibres production, Other"
90,Guinea,p056,Sisal production
90,Guinea,p057,Abaca production
90,Guinea,p058,"Hard Fibres production, Other"
90,Guinea,p059,Tobacco production
90,Guinea,p060,Rubber production
90,Guinea,p061,Fodder crops production
90,Guinea,p062,Grazing production
90,Guinea,p063,Cotton production
90,Guinea,p064,"Sugar production, non-centrifugal"
90,Guinea,p065,Sugar production
90,Guinea,p066,"Sweeteners production, Other"
90,Guinea,p067,Soyabean Oil extraction
90,Guinea,p068,Groundnut Oil extraction
90,Guinea,p069,Sunflowerseed Oil extraction
90,Guinea,p070,Rape and Mustard Oil extraction
90,Guinea,p071,Cottonseed Oil extraction
90,Guinea,p072,Palmkernel Oil extraction
90,Guinea,p073,Palm Oil production
90,Guinea,p074,Coconut Oil extraction
90,Guinea,p075,Sesameseed Oil extraction
90,Guinea,p076,Olive Oil extraction
90,Guinea,p077,Ricebran Oil extraction
90,Guinea,p078,Maize Germ Oil extraction
90,Guinea,p079,"Oilcrops Oil extraction, Other"
90,Guinea,p080,Wine production
90,Guinea,p081,Beer production
90,Guinea,p082,"Beverages production, Fermented"
90,Guinea,p083,"Beverages production, Alcoholic"
90,Guinea,p084,"Alcohol production, Non-Food"
90,Guinea,p085,Cattle husbandry
90,Guinea,p086,Buffaloes husbandry
90,Guinea,p087,Sheep husbandry
90,Guinea,p088,Goats husbandry
90,Guinea,p089,Pigs farming
90,Guinea,p090,Poultry Birds farming
90,Guinea,p091,Horses husbandry
90,Guinea,p092,Asses husbandry
90,Guinea,p093,Mules husbandry
90,Guinea,p094,Camels husbandry
90,Guinea,p095,"Camelids husbandry, other"
90,Guinea,p096,Rabbits husbandry
90,Guinea,p097,"Rodents husbandry, other"
90,Guinea,p099,Dairy cattle husbandry
90,Guinea,p100,Dairy buffaloes husbandry
90,Guinea,p101,Dairy sheep husbandry
90,Guinea,p102,Dairy goats husbandry
90,Guinea,p103,Dairy camels husbandry
90,Guinea,p104,Cattle slaughtering
90,Guinea,p105,Buffaloes slaughtering
90,Guinea,p106,Sheep slaughtering
90,Guinea,p107,Goat slaughtering
90,Guinea,p108,Pigs slaughtering
90,Guinea,p109,Poultry slaughtering
90,Guinea,p110,Horses slaughtering
90,Guinea,p111,Asses slaughtering
90,Guinea,p112,Mules slaughtering
90,Guinea,p113,Camels slaughtering
90,Guinea,p114,"Camelids slaughtering, other"
90,Guinea,p115,Rabbits slaughtering
90,Guinea,p116,"Rodents slaughtering, other"
90,Guinea,p118,Beekeeping
90,Guinea,p119,Silkworm breeding
90,Guinea,p120,Fishing
91,Guyana,p001,Rice production
91,Guyana,p002,Wheat production
91,Guyana,p003,Barley production
91,Guyana,p004,Maize production
91,Guyana,p005,Rye production
91,Guyana,p006,Oat production
91,Guyana,p007,Millet production
91,Guyana,p008,Sorghum production
91,Guyana,p009,"Cereals production, Other"
91,Guyana,p010,Potatoes  production
91,Guyana,p011,Cassava production
91,Guyana,p012,Sweet potatoes production
91,Guyana,p013,"Roots production, Other"
91,Guyana,p014,Yams production
91,Guyana,p015,Sugar cane production
91,Guyana,p016,Sugar beet production
91,Guyana,p017,Beans production
91,Guyana,p018,Peas production
91,Guyana,p019,"Pulses  production, Other"
91,Guyana,p020,Nuts production
91,Guyana,p021,Soyabeans production
91,Guyana,p022,Groundnuts production
91,Guyana,p023,Sunflower seed production
91,Guyana,p024,Rape and Mustardseed production
91,Guyana,p025,Seed cotton production
91,Guyana,p026,Coconuts production
91,Guyana,p027,Sesame seed production
91,Guyana,p028,Oil palm fruit production
91,Guyana,p029,Olives production
91,Guyana,p030,"Oilcrops production, Other"
91,Guyana,p031,Tomatoes production
91,Guyana,p032,Onions production
91,Guyana,p033,"Vegetables production, Other"
91,Guyana,p034,"Oranges, Mandarines production"
91,Guyana,p035,"Lemons, Limes production"
91,Guyana,p036,Grapefruit production
91,Guyana,p037,"Citrus production, Other"
91,Guyana,p038,Bananas production
91,Guyana,p039,Plantains production
91,Guyana,p040,Apples production
91,Guyana,p041,Pineapples production
91,Guyana,p042,Dates production
91,Guyana,p043,Grapes production
91,Guyana,p044,"Fruits production, Other"
91,Guyana,p045,Coffee production
91,Guyana,p046,Cocoa Beans production
91,Guyana,p047,Tea production
91,Guyana,p048,Hops production
91,Guyana,p049,Pepper production
91,Guyana,p050,Pimento production
91,Guyana,p051,Cloves production
91,Guyana,p052,"Spices production, Other"
91,Guyana,p053,Jute production
91,Guyana,p054,Jute-Like Fibres production
91,Guyana,p055,"Soft-Fibres production, Other"
91,Guyana,p056,Sisal production
91,Guyana,p057,Abaca production
91,Guyana,p058,"Hard Fibres production, Other"
91,Guyana,p059,Tobacco production
91,Guyana,p060,Rubber production
91,Guyana,p061,Fodder crops production
91,Guyana,p062,Grazing production
91,Guyana,p063,Cotton production
91,Guyana,p064,"Sugar production, non-centrifugal"
91,Guyana,p065,Sugar production
91,Guyana,p066,"Sweeteners production, Other"
91,Guyana,p067,Soyabean Oil extraction
91,Guyana,p068,Groundnut Oil extraction
91,Guyana,p069,Sunflowerseed Oil extraction
91,Guyana,p070,Rape and Mustard Oil extraction
91,Guyana,p071,Cottonseed Oil extraction
91,Guyana,p072,Palmkernel Oil extraction
91,Guyana,p073,Palm Oil production
91,Guyana,p074,Coconut Oil extraction
91,Guyana,p075,Sesameseed Oil extraction
91,Guyana,p076,Olive Oil extraction
91,Guyana,p077,Ricebran Oil extraction
91,Guyana,p078,Maize Germ Oil extraction
91,Guyana,p079,"Oilcrops Oil extraction, Other"
91,Guyana,p080,Wine production
91,Guyana,p081,Beer production
91,Guyana,p082,"Beverages production, Fermented"
91,Guyana,p083,"Beverages production, Alcoholic"
91,Guyana,p084,"Alcohol production, Non-Food"
91,Guyana,p085,Cattle husbandry
91,Guyana,p086,Buffaloes husbandry
91,Guyana,p087,Sheep husbandry
91,Guyana,p088,Goats husbandry
91,Guyana,p089,Pigs farming
91,Guyana,p090,Poultry Birds farming
91,Guyana,p091,Horses husbandry
91,Guyana,p092,Asses husbandry
91,Guyana,p093,Mules husbandry
91,Guyana,p094,Camels husbandry
91,Guyana,p095,"Camelids husbandry, other"
91,Guyana,p096,Rabbits husbandry
91,Guyana,p097,"Rodents husbandry, other"
91,Guyana,p099,Dairy cattle husbandry
91,Guyana,p100,Dairy buffaloes husbandry
91,Guyana,p101,Dairy sheep husbandry
91,Guyana,p102,Dairy goats husbandry
91,Guyana,p103,Dairy camels husbandry
91,Guyana,p104,Cattle slaughtering
91,Guyana,p105,Buffaloes slaughtering
91,Guyana,p106,Sheep slaughtering
91,Guyana,p107,Goat slaughtering
91,Guyana,p108,Pigs slaughtering
91,Guyana,p109,Poultry slaughtering
91,Guyana,p110,Horses slaughtering
91,Guyana,p111,Asses slaughtering
91,Guyana,p112,Mules slaughtering
91,Guyana,p113,Camels slaughtering
91,Guyana,p114,"Camelids slaughtering, other"
91,Guyana,p115,Rabbits slaughtering
91,Guyana,p116,"Rodents slaughtering, other"
91,Guyana,p118,Beekeeping
91,Guyana,p119,Silkworm breeding
91,Guyana,p120,Fishing
93,Haiti,p001,Rice production
93,Haiti,p002,Wheat production
93,Haiti,p003,Barley production
93,Haiti,p004,Maize production
93,Haiti,p005,Rye production
93,Haiti,p006,Oat production
93,Haiti,p007,Millet production
93,Haiti,p008,Sorghum production
93,Haiti,p009,"Cereals production, Other"
93,Haiti,p010,Potatoes  production
93,Haiti,p011,Cassava production
93,Haiti,p012,Sweet potatoes production
93,Haiti,p013,"Roots production, Other"
93,Haiti,p014,Yams production
93,Haiti,p015,Sugar cane production
93,Haiti,p016,Sugar beet production
93,Haiti,p017,Beans production
93,Haiti,p018,Peas production
93,Haiti,p019,"Pulses  production, Other"
93,Haiti,p020,Nuts production
93,Haiti,p021,Soyabeans production
93,Haiti,p022,Groundnuts production
93,Haiti,p023,Sunflower seed production
93,Haiti,p024,Rape and Mustardseed production
93,Haiti,p025,Seed cotton production
93,Haiti,p026,Coconuts production
93,Haiti,p027,Sesame seed production
93,Haiti,p028,Oil palm fruit production
93,Haiti,p029,Olives production
93,Haiti,p030,"Oilcrops production, Other"
93,Haiti,p031,Tomatoes production
93,Haiti,p032,Onions production
93,Haiti,p033,"Vegetables production, Other"
93,Haiti,p034,"Oranges, Mandarines production"
93,Haiti,p035,"Lemons, Limes production"
93,Haiti,p036,Grapefruit production
93,Haiti,p037,"Citrus production, Other"
93,Haiti,p038,Bananas production
93,Haiti,p039,Plantains production
93,Haiti,p040,Apples production
93,Haiti,p041,Pineapples production
93,Haiti,p042,Dates production
93,Haiti,p043,Grapes production
93,Haiti,p044,"Fruits production, Other"
93,Haiti,p045,Coffee production
93,Haiti,p046,Cocoa Beans production
93,Haiti,p047,Tea production
93,Haiti,p048,Hops production
93,Haiti,p049,Pepper production
93,Haiti,p050,Pimento production
93,Haiti,p051,Cloves production
93,Haiti,p052,"Spices production, Other"
93,Haiti,p053,Jute production
93,Haiti,p054,Jute-Like Fibres production
93,Haiti,p055,"Soft-Fibres production, Other"
93,Haiti,p056,Sisal production
93,Haiti,p057,Abaca production
93,Haiti,p058,"Hard Fibres production, Other"
93,Haiti,p059,Tobacco production
93,Haiti,p060,Rubber production
93,Haiti,p061,Fodder crops production
93,Haiti,p062,Grazing production
93,Haiti,p063,Cotton production
93,Haiti,p064,"Sugar production, non-centrifugal"
93,Haiti,p065,Sugar production
93,Haiti,p066,"Sweeteners production, Other"
93,Haiti,p067,Soyabean Oil extraction
93,Haiti,p068,Groundnut Oil extraction
93,Haiti,p069,Sunflowerseed Oil extraction
93,Haiti,p070,Rape and Mustard Oil extraction
93,Haiti,p071,Cottonseed Oil extraction
93,Haiti,p072,Palmkernel Oil extraction
93,Haiti,p073,Palm Oil production
93,Haiti,p074,Coconut Oil extraction
93,Haiti,p075,Sesameseed Oil extraction
93,Haiti,p076,Olive Oil extraction
93,Haiti,p077,Ricebran Oil extraction
93,Haiti,p078,Maize Germ Oil extraction
93,Haiti,p079,"Oilcrops Oil extraction, Other"
93,Haiti,p080,Wine production
93,Haiti,p081,Beer production
93,Haiti,p082,"Beverages production, Fermented"
93,Haiti,p083,"Beverages production, Alcoholic"
93,Haiti,p084,"Alcohol production, Non-Food"
93,Haiti,p085,Cattle husbandry
93,Haiti,p086,Buffaloes husbandry
93,Haiti,p087,Sheep husbandry
93,Haiti,p088,Goats husbandry
93,Haiti,p089,Pigs farming
93,Haiti,p090,Poultry Birds farming
93,Haiti,p091,Horses husbandry
93,Haiti,p092,Asses husbandry
93,Haiti,p093,Mules husbandry
93,Haiti,p094,Camels husbandry
93,Haiti,p095,"Camelids husbandry, other"
93,Haiti,p096,Rabbits husbandry
93,Haiti,p097,"Rodents husbandry, other"
93,Haiti,p099,Dairy cattle husbandry
93,Haiti,p100,Dairy buffaloes husbandry
93,Haiti,p101,Dairy sheep husbandry
93,Haiti,p102,Dairy goats husbandry
93,Haiti,p103,Dairy camels husbandry
93,Haiti,p104,Cattle slaughtering
93,Haiti,p105,Buffaloes slaughtering
93,Haiti,p106,Sheep slaughtering
93,Haiti,p107,Goat slaughtering
93,Haiti,p108,Pigs slaughtering
93,Haiti,p109,Poultry slaughtering
93,Haiti,p110,Horses slaughtering
93,Haiti,p111,Asses slaughtering
93,Haiti,p112,Mules slaughtering
93,Haiti,p113,Camels slaughtering
93,Haiti,p114,"Camelids slaughtering, other"
93,Haiti,p115,Rabbits slaughtering
93,Haiti,p116,"Rodents slaughtering, other"
93,Haiti,p118,Beekeeping
93,Haiti,p119,Silkworm breeding
93,Haiti,p120,Fishing
95,Honduras,p001,Rice production
95,Honduras,p002,Wheat production
95,Honduras,p003,Barley production
95,Honduras,p004,Maize production
95,Honduras,p005,Rye production
95,Honduras,p006,Oat production
95,Honduras,p007,Millet production
95,Honduras,p008,Sorghum production
95,Honduras,p009,"Cereals production, Other"
95,Honduras,p010,Potatoes  production
95,Honduras,p011,Cassava production
95,Honduras,p012,Sweet potatoes production
95,Honduras,p013,"Roots production, Other"
95,Honduras,p014,Yams production
95,Honduras,p015,Sugar cane production
95,Honduras,p016,Sugar beet production
95,Honduras,p017,Beans production
95,Honduras,p018,Peas production
95,Honduras,p019,"Pulses  production, Other"
95,Honduras,p020,Nuts production
95,Honduras,p021,Soyabeans production
95,Honduras,p022,Groundnuts production
95,Honduras,p023,Sunflower seed production
95,Honduras,p024,Rape and Mustardseed production
95,Honduras,p025,Seed cotton production
95,Honduras,p026,Coconuts production
95,Honduras,p027,Sesame seed production
95,Honduras,p028,Oil palm fruit production
95,Honduras,p029,Olives production
95,Honduras,p030,"Oilcrops production, Other"
95,Honduras,p031,Tomatoes production
95,Honduras,p032,Onions production
95,Honduras,p033,"Vegetables production, Other"
95,Honduras,p034,"Oranges, Mandarines production"
95,Honduras,p035,"Lemons, Limes production"
95,Honduras,p036,Grapefruit production
95,Honduras,p037,"Citrus production, Other"
95,Honduras,p038,Bananas production
95,Honduras,p039,Plantains production
95,Honduras,p040,Apples production
95,Honduras,p041,Pineapples production
95,Honduras,p042,Dates production
95,Honduras,p043,Grapes production
95,Honduras,p044,"Fruits production, Other"
95,Honduras,p045,Coffee production
95,Honduras,p046,Cocoa Beans production
95,Honduras,p047,Tea production
95,Honduras,p048,Hops production
95,Honduras,p049,Pepper production
95,Honduras,p050,Pimento production
95,Honduras,p051,Cloves production
95,Honduras,p052,"Spices production, Other"
95,Honduras,p053,Jute production
95,Honduras,p054,Jute-Like Fibres production
95,Honduras,p055,"Soft-Fibres production, Other"
95,Honduras,p056,Sisal production
95,Honduras,p057,Abaca production
95,Honduras,p058,"Hard Fibres production, Other"
95,Honduras,p059,Tobacco production
95,Honduras,p060,Rubber production
95,Honduras,p061,Fodder crops production
95,Honduras,p062,Grazing production
95,Honduras,p063,Cotton production
95,Honduras,p064,"Sugar production, non-centrifugal"
95,Honduras,p065,Sugar production
95,Honduras,p066,"Sweeteners production, Other"
95,Honduras,p067,Soyabean Oil extraction
95,Honduras,p068,Groundnut Oil extraction
95,Honduras,p069,Sunflowerseed Oil extraction
95,Honduras,p070,Rape and Mustard Oil extraction
95,Honduras,p071,Cottonseed Oil extraction
95,Honduras,p072,Palmkernel Oil extraction
95,Honduras,p073,Palm Oil production
95,Honduras,p074,Coconut Oil extraction
95,Honduras,p075,Sesameseed Oil extraction
95,Honduras,p076,Olive Oil extraction
95,Honduras,p077,Ricebran Oil extraction
95,Honduras,p078,Maize Germ Oil extraction
95,Honduras,p079,"Oilcrops Oil extraction, Other"
95,Honduras,p080,Wine production
95,Honduras,p081,Beer production
95,Honduras,p082,"Beverages production, Fermented"
95,Honduras,p083,"Beverages production, Alcoholic"
95,Honduras,p084,"Alcohol production, Non-Food"
95,Honduras,p085,Cattle husbandry
95,Honduras,p086,Buffaloes husbandry
95,Honduras,p087,Sheep husbandry
95,Honduras,p088,Goats husbandry
95,Honduras,p089,Pigs farming
95,Honduras,p090,Poultry Birds farming
95,Honduras,p091,Horses husbandry
95,Honduras,p092,Asses husbandry
95,Honduras,p093,Mules husbandry
95,Honduras,p094,Camels husbandry
95,Honduras,p095,"Camelids husbandry, other"
95,Honduras,p096,Rabbits husbandry
95,Honduras,p097,"Rodents husbandry, other"
95,Honduras,p099,Dairy cattle husbandry
95,Honduras,p100,Dairy buffaloes husbandry
95,Honduras,p101,Dairy sheep husbandry
95,Honduras,p102,Dairy goats husbandry
95,Honduras,p103,Dairy camels husbandry
95,Honduras,p104,Cattle slaughtering
95,Honduras,p105,Buffaloes slaughtering
95,Honduras,p106,Sheep slaughtering
95,Honduras,p107,Goat slaughtering
95,Honduras,p108,Pigs slaughtering
95,Honduras,p109,Poultry slaughtering
95,Honduras,p110,Horses slaughtering
95,Honduras,p111,Asses slaughtering
95,Honduras,p112,Mules slaughtering
95,Honduras,p113,Camels slaughtering
95,Honduras,p114,"Camelids slaughtering, other"
95,Honduras,p115,Rabbits slaughtering
95,Honduras,p116,"Rodents slaughtering, other"
95,Honduras,p118,Beekeeping
95,Honduras,p119,Silkworm breeding
95,Honduras,p120,Fishing
96,"China, Hong Kong SAR",p001,Rice production
96,"China, Hong Kong SAR",p002,Wheat production
96,"China, Hong Kong SAR",p003,Barley production
96,"China, Hong Kong SAR",p004,Maize production
96,"China, Hong Kong SAR",p005,Rye production
96,"China, Hong Kong SAR",p006,Oat production
96,"China, Hong Kong SAR",p007,Millet production
96,"China, Hong Kong SAR",p008,Sorghum production
96,"China, Hong Kong SAR",p009,"Cereals production, Other"
96,"China, Hong Kong SAR",p010,Potatoes  production
96,"China, Hong Kong SAR",p011,Cassava production
96,"China, Hong Kong SAR",p012,Sweet potatoes production
96,"China, Hong Kong SAR",p013,"Roots production, Other"
96,"China, Hong Kong SAR",p014,Yams production
96,"China, Hong Kong SAR",p015,Sugar cane production
96,"China, Hong Kong SAR",p016,Sugar beet production
96,"China, Hong Kong SAR",p017,Beans production
96,"China, Hong Kong SAR",p018,Peas production
96,"China, Hong Kong SAR",p019,"Pulses  production, Other"
96,"China, Hong Kong SAR",p020,Nuts production
96,"China, Hong Kong SAR",p021,Soyabeans production
96,"China, Hong Kong SAR",p022,Groundnuts production
96,"China, Hong Kong SAR",p023,Sunflower seed production
96,"China, Hong Kong SAR",p024,Rape and Mustardseed production
96,"China, Hong Kong SAR",p025,Seed cotton production
96,"China, Hong Kong SAR",p026,Coconuts production
96,"China, Hong Kong SAR",p027,Sesame seed production
96,"China, Hong Kong SAR",p028,Oil palm fruit production
96,"China, Hong Kong SAR",p029,Olives production
96,"China, Hong Kong SAR",p030,"Oilcrops production, Other"
96,"China, Hong Kong SAR",p031,Tomatoes production
96,"China, Hong Kong SAR",p032,Onions production
96,"China, Hong Kong SAR",p033,"Vegetables production, Other"
96,"China, Hong Kong SAR",p034,"Oranges, Mandarines production"
96,"China, Hong Kong SAR",p035,"Lemons, Limes production"
96,"China, Hong Kong SAR",p036,Grapefruit production
96,"China, Hong Kong SAR",p037,"Citrus production, Other"
96,"China, Hong Kong SAR",p038,Bananas production
96,"China, Hong Kong SAR",p039,Plantains production
96,"China, Hong Kong SAR",p040,Apples production
96,"China, Hong Kong SAR",p041,Pineapples production
96,"China, Hong Kong SAR",p042,Dates production
96,"China, Hong Kong SAR",p043,Grapes production
96,"China, Hong Kong SAR",p044,"Fruits production, Other"
96,"China, Hong Kong SAR",p045,Coffee production
96,"China, Hong Kong SAR",p046,Cocoa Beans production
96,"China, Hong Kong SAR",p047,Tea production
96,"China, Hong Kong SAR",p048,Hops production
96,"China, Hong Kong SAR",p049,Pepper production
96,"China, Hong Kong SAR",p050,Pimento production
96,"China, Hong Kong SAR",p051,Cloves production
96,"China, Hong Kong SAR",p052,"Spices production, Other"
96,"China, Hong Kong SAR",p053,Jute production
96,"China, Hong Kong SAR",p054,Jute-Like Fibres production
96,"China, Hong Kong SAR",p055,"Soft-Fibres production, Other"
96,"China, Hong Kong SAR",p056,Sisal production
96,"China, Hong Kong SAR",p057,Abaca production
96,"China, Hong Kong SAR",p058,"Hard Fibres production, Other"
96,"China, Hong Kong SAR",p059,Tobacco production
96,"China, Hong Kong SAR",p060,Rubber production
96,"China, Hong Kong SAR",p061,Fodder crops production
96,"China, Hong Kong SAR",p062,Grazing production
96,"China, Hong Kong SAR",p063,Cotton production
96,"China, Hong Kong SAR",p064,"Sugar production, non-centrifugal"
96,"China, Hong Kong SAR",p065,Sugar production
96,"China, Hong Kong SAR",p066,"Sweeteners production, Other"
96,"China, Hong Kong SAR",p067,Soyabean Oil extraction
96,"China, Hong Kong SAR",p068,Groundnut Oil extraction
96,"China, Hong Kong SAR",p069,Sunflowerseed Oil extraction
96,"China, Hong Kong SAR",p070,Rape and Mustard Oil extraction
96,"China, Hong Kong SAR",p071,Cottonseed Oil extraction
96,"China, Hong Kong SAR",p072,Palmkernel Oil extraction
96,"China, Hong Kong SAR",p073,Palm Oil production
96,"China, Hong Kong SAR",p074,Coconut Oil extraction
96,"China, Hong Kong SAR",p075,Sesameseed Oil extraction
96,"China, Hong Kong SAR",p076,Olive Oil extraction
96,"China, Hong Kong SAR",p077,Ricebran Oil extraction
96,"China, Hong Kong SAR",p078,Maize Germ Oil extraction
96,"China, Hong Kong SAR",p079,"Oilcrops Oil extraction, Other"
96,"China, Hong Kong SAR",p080,Wine production
96,"China, Hong Kong SAR",p081,Beer production
96,"China, Hong Kong SAR",p082,"Beverages production, Fermented"
96,"China, Hong Kong SAR",p083,"Beverages production, Alcoholic"
96,"China, Hong Kong SAR",p084,"Alcohol production, Non-Food"
96,"China, Hong Kong SAR",p085,Cattle husbandry
96,"China, Hong Kong SAR",p086,Buffaloes husbandry
96,"China, Hong Kong SAR",p087,Sheep husbandry
96,"China, Hong Kong SAR",p088,Goats husbandry
96,"China, Hong Kong SAR",p089,Pigs farming
96,"China, Hong Kong SAR",p090,Poultry Birds farming
96,"China, Hong Kong SAR",p091,Horses husbandry
96,"China, Hong Kong SAR",p092,Asses husbandry
96,"China, Hong Kong SAR",p093,Mules husbandry
96,"China, Hong Kong SAR",p094,Camels husbandry
96,"China, Hong Kong SAR",p095,"Camelids husbandry, other"
96,"China, Hong Kong SAR",p096,Rabbits husbandry
96,"China, Hong Kong SAR",p097,"Rodents husbandry, other"
96,"China, Hong Kong SAR",p099,Dairy cattle husbandry
96,"China, Hong Kong SAR",p100,Dairy buffaloes husbandry
96,"China, Hong Kong SAR",p101,Dairy sheep husbandry
96,"China, Hong Kong SAR",p102,Dairy goats husbandry
96,"China, Hong Kong SAR",p103,Dairy camels husbandry
96,"China, Hong Kong SAR",p104,Cattle slaughtering
96,"China, Hong Kong SAR",p105,Buffaloes slaughtering
96,"China, Hong Kong SAR",p106,Sheep slaughtering
96,"China, Hong Kong SAR",p107,Goat slaughtering
96,"China, Hong Kong SAR",p108,Pigs slaughtering
96,"China, Hong Kong SAR",p109,Poultry slaughtering
96,"China, Hong Kong SAR",p110,Horses slaughtering
96,"China, Hong Kong SAR",p111,Asses slaughtering
96,"China, Hong Kong SAR",p112,Mules slaughtering
96,"China, Hong Kong SAR",p113,Camels slaughtering
96,"China, Hong Kong SAR",p114,"Camelids slaughtering, other"
96,"China, Hong Kong SAR",p115,Rabbits slaughtering
96,"China, Hong Kong SAR",p116,"Rodents slaughtering, other"
96,"China, Hong Kong SAR",p118,Beekeeping
96,"China, Hong Kong SAR",p119,Silkworm breeding
96,"China, Hong Kong SAR",p120,Fishing
97,Hungary,p001,Rice production
97,Hungary,p002,Wheat production
97,Hungary,p003,Barley production
97,Hungary,p004,Maize production
97,Hungary,p005,Rye production
97,Hungary,p006,Oat production
97,Hungary,p007,Millet production
97,Hungary,p008,Sorghum production
97,Hungary,p009,"Cereals production, Other"
97,Hungary,p010,Potatoes  production
97,Hungary,p011,Cassava production
97,Hungary,p012,Sweet potatoes production
97,Hungary,p013,"Roots production, Other"
97,Hungary,p014,Yams production
97,Hungary,p015,Sugar cane production
97,Hungary,p016,Sugar beet production
97,Hungary,p017,Beans production
97,Hungary,p018,Peas production
97,Hungary,p019,"Pulses  production, Other"
97,Hungary,p020,Nuts production
97,Hungary,p021,Soyabeans production
97,Hungary,p022,Groundnuts production
97,Hungary,p023,Sunflower seed production
97,Hungary,p024,Rape and Mustardseed production
97,Hungary,p025,Seed cotton production
97,Hungary,p026,Coconuts production
97,Hungary,p027,Sesame seed production
97,Hungary,p028,Oil palm fruit production
97,Hungary,p029,Olives production
97,Hungary,p030,"Oilcrops production, Other"
97,Hungary,p031,Tomatoes production
97,Hungary,p032,Onions production
97,Hungary,p033,"Vegetables production, Other"
97,Hungary,p034,"Oranges, Mandarines production"
97,Hungary,p035,"Lemons, Limes production"
97,Hungary,p036,Grapefruit production
97,Hungary,p037,"Citrus production, Other"
97,Hungary,p038,Bananas production
97,Hungary,p039,Plantains production
97,Hungary,p040,Apples production
97,Hungary,p041,Pineapples production
97,Hungary,p042,Dates production
97,Hungary,p043,Grapes production
97,Hungary,p044,"Fruits production, Other"
97,Hungary,p045,Coffee production
97,Hungary,p046,Cocoa Beans production
97,Hungary,p047,Tea production
97,Hungary,p048,Hops production
97,Hungary,p049,Pepper production
97,Hungary,p050,Pimento production
97,Hungary,p051,Cloves production
97,Hungary,p052,"Spices production, Other"
97,Hungary,p053,Jute production
97,Hungary,p054,Jute-Like Fibres production
97,Hungary,p055,"Soft-Fibres production, Other"
97,Hungary,p056,Sisal production
97,Hungary,p057,Abaca production
97,Hungary,p058,"Hard Fibres production, Other"
97,Hungary,p059,Tobacco production
97,Hungary,p060,Rubber production
97,Hungary,p061,Fodder crops production
97,Hungary,p062,Grazing production
97,Hungary,p063,Cotton production
97,Hungary,p064,"Sugar production, non-centrifugal"
97,Hungary,p065,Sugar production
97,Hungary,p066,"Sweeteners production, Other"
97,Hungary,p067,Soyabean Oil extraction
97,Hungary,p068,Groundnut Oil extraction
97,Hungary,p069,Sunflowerseed Oil extraction
97,Hungary,p070,Rape and Mustard Oil extraction
97,Hungary,p071,Cottonseed Oil extraction
97,Hungary,p072,Palmkernel Oil extraction
97,Hungary,p073,Palm Oil production
97,Hungary,p074,Coconut Oil extraction
97,Hungary,p075,Sesameseed Oil extraction
97,Hungary,p076,Olive Oil extraction
97,Hungary,p077,Ricebran Oil extraction
97,Hungary,p078,Maize Germ Oil extraction
97,Hungary,p079,"Oilcrops Oil extraction, Other"
97,Hungary,p080,Wine production
97,Hungary,p081,Beer production
97,Hungary,p082,"Beverages production, Fermented"
97,Hungary,p083,"Beverages production, Alcoholic"
97,Hungary,p084,"Alcohol production, Non-Food"
97,Hungary,p085,Cattle husbandry
97,Hungary,p086,Buffaloes husbandry
97,Hungary,p087,Sheep husbandry
97,Hungary,p088,Goats husbandry
97,Hungary,p089,Pigs farming
97,Hungary,p090,Poultry Birds farming
97,Hungary,p091,Horses husbandry
97,Hungary,p092,Asses husbandry
97,Hungary,p093,Mules husbandry
97,Hungary,p094,Camels husbandry
97,Hungary,p095,"Camelids husbandry, other"
97,Hungary,p096,Rabbits husbandry
97,Hungary,p097,"Rodents husbandry, other"
97,Hungary,p099,Dairy cattle husbandry
97,Hungary,p100,Dairy buffaloes husbandry
97,Hungary,p101,Dairy sheep husbandry
97,Hungary,p102,Dairy goats husbandry
97,Hungary,p103,Dairy camels husbandry
97,Hungary,p104,Cattle slaughtering
97,Hungary,p105,Buffaloes slaughtering
97,Hungary,p106,Sheep slaughtering
97,Hungary,p107,Goat slaughtering
97,Hungary,p108,Pigs slaughtering
97,Hungary,p109,Poultry slaughtering
97,Hungary,p110,Horses slaughtering
97,Hungary,p111,Asses slaughtering
97,Hungary,p112,Mules slaughtering
97,Hungary,p113,Camels slaughtering
97,Hungary,p114,"Camelids slaughtering, other"
97,Hungary,p115,Rabbits slaughtering
97,Hungary,p116,"Rodents slaughtering, other"
97,Hungary,p118,Beekeeping
97,Hungary,p119,Silkworm breeding
97,Hungary,p120,Fishing
98,Croatia,p001,Rice production
98,Croatia,p002,Wheat production
98,Croatia,p003,Barley production
98,Croatia,p004,Maize production
98,Croatia,p005,Rye production
98,Croatia,p006,Oat production
98,Croatia,p007,Millet production
98,Croatia,p008,Sorghum production
98,Croatia,p009,"Cereals production, Other"
98,Croatia,p010,Potatoes  production
98,Croatia,p011,Cassava production
98,Croatia,p012,Sweet potatoes production
98,Croatia,p013,"Roots production, Other"
98,Croatia,p014,Yams production
98,Croatia,p015,Sugar cane production
